movie_id,source,author,rating,text,review_date,helpful_count,not_helpful_count,word_count,sentiment_score,sentiment_label,sentiment_confidence,review_category
3,imdb,Rancid_Planet,4.0,"4 / 10 Not for me. Torture porn This is not my thing. It's got a good cast and GREAT gore, blood etc but it goes way overboard with the sadistic stuff and that really sucks all of the fun out of it for me. Maybe if it wasn't soooo much it would have been ok but every instance of violence or cool kill has a moment where things just get way too dark and weird. It's unsettling and instead of going for scares and impressive visuals movies like this just want you to see the most depraved things they can think of and again, while I'm sure the Hostel, Human Centipede fans out there will love this movie, it just doesn't work for me.",2022-12-24,0,0,125,0.9001,positive,0.66,
3,imdb,manuelasaez,8.0,"8 / 10 As extreme and disturbing as everyone said it was going to be There are few movies that push the envelope so much that you wonder how they were even able to be released. Movies like Martyrs, Irreversible, Inside ect. Are all films that make you wonder ""How did anyone come up with such a twisted film and how did it ever get released?"". This is one of those movies. In fact, this movie takes it one step further; it actually shows you everything that can go wrong if your basic violent instinct were left unchecked. It's a raw, gritty, over the top spectacle that that never lets you forget that this is just a movie and things like this can't really happen, right? RIGHT?!?! Things kick off almost as soon as the movie begins, and they really don't let up throughout. You have every single extreme horror trope thrown in here, everything you could possibly see in your average horror movie can be found here; dismemberment, blood, carnage, evisceration, a bloody orgy. I mean, the only thing it doesn't show is the more extreme stuff that no one wants to see anyway and that never warrants a mention, but for true gore hounds and fans of movie such as those from the French Extremity, this is right up your alley. The acting is great, the effects are realistic and comically well done and excessive, and the movie is just a truly entertaining watch from beginning to end. You know it's going to end in a messed up way but you watch anyway, simply because everyone put their true heart and soul into this film. The SFX crew in particular should be commended at creating some of the best facial deformities I have ever seen. During some scenes, I literally said, ""How the hell did they do THAT?!?"". Many people have been comparing this film to the comic book series ""CROSSED"" and I can see where the similarities can be found. But let's be real, folks; half the stuff in Crossed could NEVER be used in a movie, and this film is tame compared to some of the truly twisted and sick things that happened in that comic book. I loved every minute of this film, and although it's nasty and extreme and vulgar, it never lets you forget that despite all that, it's just a movie. Most people won't like it, and deservedly so. But for those of us who do enjoy this type of film, it's one of the rare ones that truly lives up to the hype. I was thoroughly impressed in every possible way with this movie, but I deducted 2 stars simply because I felt it could have gone further. Perhaps an uncut version will be released down the line and make me eat my words. Fingers CROSSED!!!! (Get it?!?!)",2022-04-10,0,0,477,0.9908,positive,0.798,
3,imdb,Junsail,7.0,"7 / 10 Redefined zombie The most violent film in the history of Chinese film, the blood level is average, but the imaginative sadism and close-up shots cause serious physical discomfort, the violent and strange atmosphere is full of hostility, and challenges the physiology. The black pupils are like an abyss. Don't dare to stare for long.",2022-04-07,0,0,57,-0.9464,negative,0.664,
3,imdb,redtiago,5.0,"5 / 10 Depraved, violent, blood everywere, weak script I saw Friday at MotelX It is being commercially promoted, i think not from the director he only wanted to make a film appealing to the most ""harcore"" fans of the genre, as innovator, with a new variant of zombies. With human beings alive but infected by a virus that attacks the brain, causing them to behave without being able to repress the most basic instincts of violence and sex. It's an idea that I like as a premise for a horror film, but it's not at all new, ""The Crazies"" direted in 1973 by Master George A. Romero had this premise and this one in my opinion is a a much better movie, well done and with a much better script. ""The Sadness"" is more violent and depraved, but the plot is very basic and then it's just gore, liters and liters of blood, sometimes well executed, sometimes not, clearly noticing the rubber. As a fan of ""hardcore"" horror, i liked this rampant slaughter, but I have to be honest and admit that it's just an average movie, very well promoted, albeit wrongly, as an innovator, one of the most violent and depraved ever. There are far better Asian zombie movies like the much-recognized ""Train do Busain"" or the lesser-known but high-quality Chinese saga ""the way home"". This one is clearly not in that league. But watch, judge for yourselves...",2021-09-12,0,0,240,-0.6607,negative,0.679,
3,imdb,Xstal,6.0,"6 / 10 Takashi Miike Gone Wrong... There's a virus manifests within your mind, if you catch it inner demons will unwind, with some great special defects, a morgue of bodies to dissect, black cataracts will catch your eyes and make you blind.",2022-06-03,0,0,43,-0.1779,negative,0.713,
3,imdb,j_movie,7.0,"7 / 10 some feelings Online viewing of Locarno Film Festival. This film has really wanted to see for a long time. Together with ""Curse"" and ""psychic medium"", it has become the most anticipated Asian horror film of the three major years for fans. Actually, the impression after reading is general, and there may have been enough psychological expectations, so the presentation of plasma and violence is still acceptable. But the plot is really much weaker than expected. In the end, I didn't fully understand the way the virus spread. Moreover, it is not a zombie film. The infected people in the film still retain human consciousness and thinking, and even can speak normally. Only the most violent and dirty side of the body is stimulated, just like people have to blink, they can't control it at all. This is probably why the director said that this film wants to highlight the ""evil"" side of human nature. With the epidemic situation as a big environment worth pondering, we can probably understand what the director wants to express. However, compared with Busan, it also presents the evil of human nature in an extreme environment, and the characterization is much worse. There is even no character emotion at all, which naturally becomes a simple class B film. However, we can still see the director trying to add some caution to some scenes, such as the audience who still don't forget to take out their mobile phones to shoot even though there is a river of blood on the subway, such as the president who talks and gives history lessons to panicked people but can't take effective action, such as the doctor who thinks he is just and dignified but experiments with babies... Of course, these people have no good end, The director may also want to use this way to make some of his own voice. There should be more extensive discussion when resources are available.",2021-08-26,0,0,324,-0.9915,negative,0.784,
3,imdb,stoob0t,6.0,"6 / 10 Blood, gore, extremity and filth... but not much else",2022-04-13,0,0,12,0.0,neutral,1.0,
3,imdb,wjosephjorob,7.0,"7 / 10 A tale of madness and depravity An ordinary day in the life of a modern couple, turn into total chaos and madness, when the current pandemic in the city turns people into depraved savages, this journey pushes the zombie genre towards extreme levels of violence and gore. This film doesn't have much of a plot, out of control bloodshed and gore is present constantly also certain scenes of sexuality will offend some viewers, this is horror and this film have no problem reminding you of that, overall, not a bad movie, but this one, maybe I should have avoided, I like a good horror film, but a movie like this not meant for me.",2022-04-09,0,0,117,-0.7939,negative,0.724,
3,imdb,kosmasp,8.0,"8 / 10 Getting Crazies with it If you've not heard yet, the movie is quite infamous. Because it goes places (especially visually) that may be a bit too much for some viewers. As others surely have pointed out, the idea is not new. And you won't really see too much of a story here. Actually you may wonder if what we learn from the relationship that our two leads have, was in any way essential or necessary. But before the mayhem begins, it is always nice to have some ... well quiet time. Also the beginning clearly is a statement - to all the conspiracy theories and to how the world has gone mad. Quite a few stabs at things going wrong - politically but also socially speaking. That is not the only thing you get though. Apart from the overall plot being lifted from something like The Crazies by Romero, you also have homages to a lot of other scenes from many different movies. Irreversible, Night of the Living Dead, Serbian Film and so forth ... I reckon a second viewing would reveal even more to me. As it is, this is no holds barred, mostly practical effects violent splatter fest ... take it or leave, just don't judge for something it isn't.",2021-10-22,0,0,215,-0.9712,negative,0.801,
3,imdb,Horror_Flick_Fanatic,6.0,"6 / 10 Bloody fun I am a fan of Asian horror. I just love how different their films are from American horror. If you like virus outbreak and zombie films with lots of gory bloody scenes, then this film is for you. While not quite as well made as South Korean movies like Train to Busan (2016) or I Saw The Devil (2010) , The Sadness is still jammed pack with bloody violent scenes and some sexual perversion. Yeah, this Taiwanese film throws PC culture out the window and goes full throttle into every despicable act that people can do to each other. It's kind of like how American horror films were back in the good ole 70s. This is definitely a popcorn thriller that will entertain horror fans.",2022-05-08,0,0,130,-0.9262,negative,0.613,
3,imdb,eddie_baggins,5.0,"5 / 10 High-end gore with no substance Creating quite the stir with his debut effort behind the camera, Canadian born but Taiwan based director Rob Jabbaz's visceral and uncompromising gore-filled horror The Sadness never shy's away from its depraved and wild set-up but while it's sure to shock and keep you watching (if your stomach allows it), there's a coldness and narrative void here the film can't overcome, halting it from becoming the must-watch genre experience of the year. Gaining notoriety at various festivals across the world and garnering larger hype after its release recently on horror streaming service Shudder, The Sadness has managed to draw viewers in through attention in the press and word of mouth occurrences and for anyone that is expecting a bloodthirsty escapade that explores the city of Taipei thrown into chaos when a plague turns many of its citizens into murderous and raving lunatics, Jabbaz film will provide the exact type of offering their seeking but it's unfortunate the central characters and plot-line don't connect to make all the insanity something more than pure shock value. Wasting little time getting stuck into the action (horror) of his film, deep fried goodness included, Jabbaz tries to give his film some heart and soul with Berant Zhu and Regina Lei's loved up couple Jim and Katie becoming our hosts in amongst the depravity of the Taiwanese plague but despite the best attempts of his lead duo, their quest to be reunited in the chaos unfolding around them never really clicks into gear, making much of The Sadness's plot paper thin at best and with little reason to care about outcomes of the films characters, there's only so far this feature can go on the back of its sensory overload. There's little denying in this sensory sense that The Sadness is one of the most unforgettable and eye opening genre efforts in some time and Jabbaz does instil this affair with a sense of kinetic energy that captures the insanity and wild nature of this premise, that while over the top in almost all instances, strikes a different kind of chord after the Covid-19 era of our lives and while it's not an entirely unique premise, with the film feeling like a zombie film that isn't while touches on familiar ground to a film such as The Crazies, there is a unique and memorable nature to this film that is found amongst all the lesser elements. Final Say - A film that may be too much for many to handle, The Sadness never holds back when it comes to the shock and awe factor of its story but with an inability to make us care and a faltering in the storytelling department, this blood-soaked horror is never close to being the classic it might have been. 2 1/2 umbrellas out of 5. For more reviews check out Jordan and Eddie (The Movie Guys)",2022-06-14,0,0,486,-0.9962,negative,0.733,
3,imdb,veganluke,8.0,"8 / 10 Over the top and brilliant The Sadness is one of the most over the top, ridiculous films I have ever seen. I couldn't believe how gory this got. It's absolutely wild and I loved it so much. It's utterly disturbing too with some of the things it does. Just when you think it can't get anymore disturbing it ups that completely. It's fast paced, as soon as everything hits it just gets outrageous and it is brilliant. With it being full pedal to the metal and being incredibly stressful and tense. There's a moment it slows down and it's good to have this moment so you can have a breather before we get pulled back in and punched straight in the face with the extreme scenes and buckets of blood. The Sadness does have many horrific scenes and it's some of the most shocking stuff I've seen in some time. It is though one of the most brilliant Horrors I've seen recently, it's so well made, never holds back with how far it will go and keeps you on the edge throughout. I can't wait to watch this again!",2021-08-30,0,0,192,-0.6265,negative,0.733,
3,imdb,omendata,6.0,"6 / 10 Hardcore Splatter-gore - Not For The Squeamish Wow, the first 30 minutes of this film are a pure masterclass in high stakes zombie/crazies style gore with one of the most realistic falls from a tall building/splat to the pavement scenes I have ever seen, closely followed by a ""Meet Joe Black"" car vs body scissor-gore moment but the standout scene is the subway train melee with more blood and gore than I think I have ever seen in a film. Unfortunately the film loses its way as soon as the two protagonists reach the hospital and from there on in it descends into a miasma of chop, slash and random blood spatter, mixed with some truly gruesome and to many people, highly offensive rape scenes, which spoiled what was an excellent start to a new zombie-crazies style pandemic end of world scenario which I am a big fan of. Undoubtedly the Asians are now the master of the Zombie end of days genre, with the West losing its way with TWD and just about any other new zombie-pandemic rubbish they come out with and this film, even though it lost its direction half way through, still beats most of the Hollywood nonsense into a cocked hat, so I am giving this one a very fair above average 6 hatchets out of 10 on this one!",2022-05-19,0,0,228,-0.8754,negative,0.802,
3,imdb,Leofwine_draca,4.0,"4 / 10 Gore for gore's sake As a big fan of Asian cinema I was hoping for a lot from THE SADNESS, but it totally let me down. I get the pandemic storyline, I love the wall-to-wall gore effects and emphasis on practical mayhem, but other than that, this is an entirely hollow experience. The acting is wonky at best and the characterisation rings totally hollow. The attempts at social commentary are heavy handed at best. Worst of all is the gross-out humour, which takes things far too far and leads to this being mean-spirited and unappealing. What I was hoping for was something more like Korea's fine PROJECT WOLF HUNTING, which has the same level of bloodshed but also delivers a thrilling story at the same time. This, it's just gore for gore's sake.",2023-12-08,0,0,136,0.9864,positive,0.724,
2,imdb,bankofmarquis,8.0,"8 / 10 Strong Satirical look at the Afghanistan conflict One of the reasons that I write reviews of movies is that I hope to turn people on to good movies that might otherwise fly under their radar. Such is my hope with Tina Fey's latest film WHISKEY TANGO FOXTROT - a satirical view of the conflict in Afghanistan as seen through the eyes of a novice International reporter (Fey). What starts out as a funny and corny ""fish out of water"" movie, slowly morphs into a more serious film about the addictive nature of constantly being in a warzone situation. Fey is perfectly cast as the central character - war correspondent Kim Baker - who heads to an overseas assignment in Afghanistan to escape a rather humdrum life. I was a little nervous, at first, as all the funny parts that were in the trailer were in the first 1/2 hour of this film - and Fey handles those with aplomb. She is a gifted comedienne, so these scenes looked effortless for her. It is her transition to a more serious reporter, addicted to the adrenaline of her job that Fey really shines. I was impressed with her serious work in THIS IS WHERE I LEAVE YOU and was anxious when it looked like her career regressed with last December's SISTERS, but I'm happy to say she continues to grow as an actress and she is strong in this part. But, this movie is more than just Fey. She has a very strong supporting cast around her - Martin Freeman as an Irish photographer, Margot Robbie (who continues to grow as an actress) as a friend/journalist competitor to Fey, Alfred Molina as an Afghanistan politician and newcomer (at least to me) Christoper Abbott as Fey's interpreter - they all bring something interesting to the table that helps this movie along. Special mention should be made of Billy Bob Thornton's General Hollander - the US Commander in the region. While he does not have many scenes in the movie, he brings a presence that is heads and shoulders above everyone else when he is on screen. This fits well in this movie, for the Commanding General in that region should be heads and shoulders above the rest. He also gave me the best laugh in this movie (a joke I will not spoil here). This movie is much, much more than a simple rom-com or military comedy, it is a Comedy/Drama that brings quite a bit of heart to it. I would strongly encourage you to seek this one out, you'll be glad you did. 8 (out of 10) stars and you can take that to Bank (of Marquis)",2016-03-07,0,0,449,0.9976,positive,0.801,
2,imdb,paul-allaer,8.0,"8 / 10 WTF, shouldered by Tina Fay, is NOT a comedy ""Whiskey Tango Foxtrot"" (2016 release; 111 min.) brings the story (""Based on a True Story"" we are reminded) of Kim Baker (played by Tina Fay.. As the movie opens, we see Baker in a heated argument with an Afghani man. Then we go ""Two Years Earlier"", where Baker, looking miserable, is in a team meeting for some news outfit. When told that there is a shortage of TV journalists in Afghanistan, Baker does not hesitate, and she volunteers, supposedly for a three month assignment. Next thing, we see Baker arrive at the Kabul Airport. At this point we are at most 10 minutes into the movie but to tell you more would spoil your viewing experience, you'll just have to see for yourself how it all plays out. Couple of comments: this movie is the big screen adaptation of the book ""The Taliban Shuffle: Strange Days in Afghanistan and Pakistan"" by real-life TV reporter Kim Barker (not sure why in the movie the names becomes ""Baker""). The movie is the latest for directing team Glenn Ficarra and John Requa, who previously brought us ""Crazy Stupid Love"" and ""Focus"", among others. Here, they, along with producers Lorne ""SNL"" Michaels and Tina Fay herself, try to give us a glimpse of what it was like for an inexperienced journalist to come to Afghanistan in 2003 and report on the war. The early past of the movie shows us how Baker is adjusting to her new environment, and what a shock to the system it is indeed. Along the way we get to know fellow journalist Tanya Vanderpoel, (played by up-and-coming Australian actress Margot Robbie who also was in ""Focus""). But the movie really takes off in the second hour (no worries, I won't spoil). Incredibly, Google Movie Times bills this as a 'comedy', and IMDb categorizes it as ""Comedy, War"". Please note: this is NOT a comedy. If you are going to see this, expecting many laugh-out-loud moments as only Tina Fey the comedian can bring them you are going to be sorely disappointed and let down. Sure, there are a few good chuckles early on as Baker/Fey adjusts to life in Afghanistan, but that's it. ""Whiskey Tango Foxtrot"" is a journalistic war drama, period. Not sure whether it is the producers or the studio who are pushing this as a 'comedy' but that is a grave mistake. Besides Fey and Robbie, there are many other fine performances, including Billy Bob Thornton in a small role as a Marine Corps General. Last but bot least, there is a lot of great music in the film, including the original score, courtesy of Nick ""DeVotchKa"" Urata, and also a bunch of song placements, such as Radiohead's ""Nude"", the National's ""Green Gloves"" and Harry Nillson's ""Without You"", which I will never listen to the same way again, seeing how it was used in this movie. Bottom line: ""Whiskey Tango Foxtrot"" is a fine movie, shouldered by Tina Fey NOT being funny. ""Whiskey Tango Foxtrot"" was released nationwide this weekend. The Sunday matinée screening where I saw this at here in Cincinnati was not attended well, I am sad to report. Apparently it underperformed elsewhere too, grossing only $7 million, far below expectations. That is a darn shame. I blame both the (intentional or not) mislabeling of this as a 'comedy' when it is nothing near that, and/or fatigue among US audiences on seeing movies about the wars in Afghanistan or Iraq. Regardless, I enjoyed ""Whiskey Tango Foxtrot"" a lot for what it is (journalistic war drama). If you have a chance to catch this, be it in theaters, on Amazon Instant Video or eventually on DVD/Blu-ray, I strongly encourage you to do so as this movie deserves a bigger audience. ""Whiskey Tango Foxtrot"" is HIGHLY RECOMMENDED!",2016-03-05,0,0,643,-0.8481,negative,0.769,
2,imdb,juneebuggy,7.0,"7 / 10 ""You do realize that this is not normal, right?""",2020-03-10,0,0,12,0.0,neutral,1.0,
2,imdb,Dr_Sagan,,"Well balanced movie... W.T.F. is a movie which tries to belong in too many genres simultaneously, including Comedy, Drama, Romance, War, Action, Documentary, and has a statement to make about pretty much everything including long-distance relationships, politics, professionalism, cultural differences etc. etc. Without excelling in any of that, it manages to be a well balanced movie in the 110 minutes of its duration. Tina Fey plays Kim Barker, a real person and an actual journalist, who is dissatisfying from her career covering low profile stories, and decides to go to Afghanistan as a war correspondent for a few months, or so she thought... The movie has a good structure. It starts as a comedy, something you might expect because of the main actress, but soon the situations become real and more dramatic. The rest of the cast includes well known actors like Alfred Molina, Billy Bob Thornton, Martin Freeman and Margot Robbie. Overall: Don't expect a comedy because of Tina Fey. It starts like that but it evolves to other genres really quick. It might not be a great movie but it's not boring and you get something out of the inner journey of the protagonist. How easy is to feel unnatural situations as normal when you are a long way from home...",2016-06-19,0,0,213,0.8925,positive,0.793,
2,imdb,Raed_911,7.0,"7 / 10 Tina Fey shines and surpasses her ""next-door girl"" cliché A real gem of a film that you shouldn't miss. I saw the trailer and immediately felt the need to see though I had my reservations about Tina Fey in a black comedy/drama film. Guess what! Tina surprised me with her performance (not acting-wise, but presence-wise). I know this doesn't make any sense, but picture an actress shining in a movie without an over the top performance, not an easy job to do. Whether Tina has grown to be great at many genres OR the movie was simply destined for her real life character. The story-telling and events flow like nobody's business and the representation of Afghan People in the movie is beyond great. The movie balances between realistic approaches and the mainstream Hollywood agendas. I really recommend this film to all kinds of viewers.",2016-07-04,0,0,147,0.9652,positive,0.84,
2,imdb,kavindusk,6.0,"6 / 10 Journalism and War Front This navigates the complexities of war reporting with a mix of wit and sincerity, anchored by Tina Fey's charismatic portrayal of journalist Kim Barker. The film effectively explores the personal and professional transformations Barker undergoes during her time in Afghanistan. The narrative, however, occasionally struggles to maintain a consistent tone, veering between comedic moments and more somber reflections. While the movie provides insightful glimpses into the challenges faced by journalists in conflict zones, some viewers might find the pacing uneven. Moments of humor lighten the serious subject matter, yet the transitions between these tones can feel abrupt. Despite these fluctuations, the film succeeds in highlighting the resilience and adaptability required in the demanding world of war journalism. The supporting cast, including Margot Robbie and Martin Freeman, adds depth to the storytelling, contributing to the movie's overall appeal. It's a film worth watching for those interested in a unique perspective on war journalism with a touch of humor.",2023-12-19,0,0,164,-0.5859,negative,0.735,
2,imdb,rachaelblakeegypt,7.0,"7 / 10 Movie is funny and tender The good news is this movie is very funny and very tender, bringing back the very best of Tina Fey as Liz Lemon from her time at 30 Rock. The bad news is that if you've seen the extended preview at the movies, then you've seen most of the movie already. But it is a valiant effort from Fey and company at the life of a news correspondent trying to blow up her life into something new. In this case, as one of the few single people without children she gets the chance to go to Kabul in Afghanistan to report on the war there. This directly results in her character, Kim Baker (who is based on Kim Barker who wrote a book about her experience there as a journalist) getting the chance to stare death in the face and laugh, repeatedly, even when she shouldn't. Journalists from around the globe called such an experience spending time in the Kabubble, sheltered away and yet directly involved in the front lines. Fey's cohorts on the front line of journalism include Margot Robbie and Martin Freeman as well as a Marine Colonel played jovially by Billy Bob Thornton and the Attorney General of Afghanistan played incredibly not seriously by Alfred Molina. Baker arrives and gets thrown to the wolves and uses her I don't care about life attitude to get involved in a gunfight straightaway leading to her being embraced instantly by her peers. Much drinking and carousing ensues thereafter and everyone becomes very close. Not very close are Baker and estranged somewhere on assignment in America boyfriend Chris (Josh Charles) who gets caught cheating on Baker on Skype of all things. Suddenly finding herself single, she is drawn to the oddly charming Iain (Freeman) and a more serious side of the film ensues as a result of this new relationship. Its a different look at the war in Afghanistan from the side of the journalist though the reality of everything is still the same. It starts out very funny then has a long lull and could easily have shaved off 20 minutes from the nearly two hour running time. Though enjoyable there is little about this movie that screams out to be seen on the big screen. I'd wager this is much more suited to a night of Netflix or Red Box. Source: http://www.megashare-viooz.net/whiskey-tango-foxtrot-2016.html",2016-03-02,0,0,401,0.9577,positive,0.816,
2,imdb,Quietb-1,6.0,"6 / 10 Interesting, different, watchable",2016-03-14,0,0,6,0.4019,positive,0.649,
